id,date,vendor,amount,category,description,flagged,risk_score
1ef9592c-6c4c-4aad-ae2d-e60e1916b388,2023-01-02,WeWork,486.15,Rent,Standard business expense,False,0.09
ea498c33-a66e-47d6-aa8e-649f4eeffd30,2023-01-02,Microsoft Azure,356.76,Travel,Standard business expense,False,0.02
a19ab409-d4f9-41ab-a0b5-4179aaf7dd10,2023-01-02,Zoom Video Comm,699.92,Utilities,Standard business expense,False,0.02
7657f8c4-120e-4d95-93ac-4e9fcc9feb1d,2023-01-02,Microsoft Azure,265.36,Office Supplies,Standard business expense,False,0.04
a1e33bd3-a38e-426e-8041-a3980b9d4dd6,2023-01-02,Google Cloud,86.21,Services,Standard business expense,False,0.06
addaf0ff-11f4-4048-aa39-2f147c814664,2023-01-02,Microsoft Azure,405.94,Travel,Standard business expense,False,0.05
ebf051f3-d613-452c-850e-a27c3fa5e9d1,2023-01-02,WeWork,739.02,Office Supplies,Standard business expense,False,0.09
03341de1-5337-4496-b7de-6d3b5ce416c9,2023-01-02,Microsoft Azure,205.28,Office Supplies,Standard business expense,False,0.03
a8901511-cb35-4d89-b1f2-e8360e59b2ca,2023-01-02,Delta Airlines,443.77,Rent,Standard business expense,False,0.05
bf3706ef-1bd0-4ab6-b246-83bd5a523e60,2023-01-02,Google Cloud,1226.27,Software,Standard business expense,False,0.1
cd3458be-1b62-44da-a683-eb5189b2d271,2023-01-02,Salesforce,259.54,Travel,Standard business expense,False,0.09
20047155-9d18-43c4-8d60-21c7e756e888,2023-01-02,AWS Web Services,109.3,Travel,Standard business expense,False,0.06
60cb0ece-6e2b-49e4-9aa6-022cb20b24bf,2023-01-02,Google Cloud,693.22,Office Supplies,Standard business expense,False,0.1
2b4352b5-bf8f-463a-8d11-1a62d2bc1065,2023-01-02,Microsoft Azure,667.03,Services,Standard business expense,False,0.03
ff4021bf-911f-4088-97b2-08c9576d6422,2023-01-02,AWS Web Services,126.43,Travel,Standard business expense,False,0.03
8f1ca6c2-1e4b-4bc4-9dec-d9c9476fb2f0,2023-01-02,AWS Web Services,202.57,Software,Standard business expense,False,0.07
db1fafbf-4dd0-4fe9-8eca-78302ef617eb,2023-01-02,Staples Corporate,160.27,Utilities,Standard business expense,False,0.05
f91c0437-f5cb-44ce-812c-33f538f41c38,2023-01-02,AWS Web Services,94.48,Rent,Standard business expense,False,0.09
c1881649-3c8b-4ed4-97f7-6155c66f1ce6,2023-01-02,Microsoft Azure,114.8,Utilities,Standard business expense,False,0.08
a29d4916-4df8-44bb-862f-b9c495834d92,2023-01-02,Hilton Hotels,193.11,Utilities,Standard business expense,False,0.01
f788f39e-bd57-4425-8d9c-9a08626c99e0,2023-01-02,Delta Airlines,68.85,Services,Standard business expense,False,0.05
ddea5438-862c-47fe-8fce-e39d985a41e5,2023-01-02,WeWork,400.18,Utilities,Standard business expense,False,0.06
2a4c8b02-0a18-4709-bdc5-65c83904a9be,2023-01-02,Hilton Hotels,335.37,Software,Standard business expense,False,0.02
71d90680-225f-4429-885a-e5e73d83b256,2023-01-02,Staples Corporate,335.53,Software,Standard business expense,False,0.02
40905169-a895-4626-92d3-52b92aa8e1d3,2023-01-02,Uline Shipping,60.92,Services,Standard business expense,False,0.08
7c813b9c-6eaf-4486-a397-ed12a83c7e14,2023-01-03,Microsoft Azure,530.61,Utilities,Standard business expense,False,0.05
bb8ede61-ff92-40ad-8130-deed39b35735,2023-01-03,Uber Business,288.85,Services,Standard business expense,False,0.02
3c211aeb-1313-4522-8589-76b1f6411262,2023-01-03,Uline Shipping,1568.21,Services,Standard business expense,False,0.03
6d047e03-ee9e-4c7b-9ad0-5dd35398874a,2023-01-03,Google Cloud,207.1,Utilities,Standard business expense,False,0.04
b26ac328-ad43-4df2-9bc7-486bdaf042cd,2023-01-03,Slack Technologies,882.56,Utilities,Standard business expense,False,0.05
266bf5e4-3887-4ac1-a67b-f6efba667a72,2023-01-03,Uber Business,51.61,Rent,Standard business expense,False,0.05
99dd252c-0441-45a9-bc83-0aa0b6e6b92a,2023-01-03,Uline Shipping,121.35,Utilities,Standard business expense,False,0.01
21ac269e-56be-4950-9ee0-8c309186f9fb,2023-01-03,AWS Web Services,59.75,Utilities,Standard business expense,False,0.02
47d88598-e4e1-44b8-85eb-7f5a84f1019b,2023-01-03,Salesforce,19.71,Travel,Standard business expense,False,0.08
98b84688-8ae1-4784-a627-54025af7d3e3,2023-01-03,AWS Web Services,180.94,Rent,Standard business expense,False,0.03
76426f16-c7d2-4a90-9448-328905f31b1d,2023-01-03,Zoom Video Comm,274.56,Travel,Standard business expense,False,0.03
2489fc53-660a-4574-81ec-36906e2db9ae,2023-01-03,Uber Business,1465.88,Rent,Standard business expense,False,0.09
75d52e99-2718-4af3-a1a6-ff44af91d56b,2023-01-03,Uber Business,197.24,Services,Standard business expense,False,0.05
0a13e04a-fbfe-4f01-9012-587d7e4473ad,2023-01-03,Slack Technologies,106.14,Services,Standard business expense,False,0.08
a0312487-b697-47f1-b46e-8d8a56ac27c8,2023-01-03,AWS Web Services,576.16,Office Supplies,Standard business expense,False,0.06
8624a093-53df-49bb-bac2-c665e8e1021c,2023-01-03,Uber Business,96.63,Software,Standard business expense,False,0.07
b95f25d7-64dc-48fb-886c-9ddfb8e02240,2023-01-03,WeWork,337.93,Software,Standard business expense,False,0.1
b72c2db3-7117-47b5-b0df-6371df26d89b,2023-01-03,Staples Corporate,2384.53,Software,Standard business expense,False,0.03
0f90c604-a06d-4941-b7fe-3d7c2a03486d,2023-01-03,Hilton Hotels,451.1,Utilities,Standard business expense,False,0.02
c79fb7d9-a97e-41e2-b9b5-117886f718a4,2023-01-03,Uber Business,475.06,Office Supplies,Standard business expense,False,0.01
9ded42c5-6a3d-4b3c-bdbc-4b80283fd9ef,2023-01-03,Hilton Hotels,117.31,Services,Standard business expense,False,0.09
765158da-0a63-4857-8c77-b5759c524de7,2023-01-03,Microsoft Azure,328.51,Services,Standard business expense,False,0.05
cbacf7cf-b0da-4e76-9a6b-00d762fb6a9c,2023-01-03,Slack Technologies,618.23,Travel,Standard business expense,False,0.03
08c88d95-baa8-4b34-82ab-19164dfcf861,2023-01-03,AWS Web Services,468.56,Software,Standard business expense,False,0.07
552feb70-20ca-4c54-a339-e64f28bae053,2023-01-03,Zoom Video Comm,145.71,Travel,Standard business expense,False,0.09
35d622f5-5e01-4f89-8ce5-5632a9ceee24,2023-01-03,Slack Technologies,103.89,Services,Standard business expense,False,0.07
f6a24115-dd2a-4475-9a6f-91aac49894a9,2023-01-03,WeWork,153.08,Services,Standard business expense,False,0.08
3b663002-4c40-4c6a-aac8-112bee011c4c,2023-01-03,Uber Business,110.34,Utilities,Standard business expense,False,0.03
1b5a271a-1c6f-4052-b3da-62db8fa963e8,2023-01-03,Staples Corporate,432.71,Office Supplies,Standard business expense,False,0.01
19949a0c-beec-448a-a641-8a33902c3c08,2023-01-03,Zoom Video Comm,361.97,Software,Standard business expense,False,0.05
a18e2373-7114-4576-a835-651a565a8e1b,2023-01-03,AWS Web Services,248.71,Rent,Standard business expense,False,0.07
dcb0f662-ca8e-4d65-bc02-a3e72c994212,2023-01-03,WeWork,413.34,Travel,Standard business expense,False,0.04
74d94892-f569-44fe-bee8-3e8c72e04a61,2023-01-03,Delta Airlines,433.76,Office Supplies,Standard business expense,False,0.04
f1823b88-61b7-42ba-ace7-986797224853,2023-01-03,Uber Business,186.83,Travel,Standard business expense,False,0.1
4c9a842c-e0af-4bb7-8adc-1266c631d726,2023-01-04,Delta Airlines,41.75,Utilities,Standard business expense,False,0.01
c9527795-3367-4a8c-9294-5ff94ea965c6,2023-01-04,Staples Corporate,2268.9,Utilities,Standard business expense,False,0.0
57abf5ce-3150-49ce-aac1-b2d13202d581,2023-01-04,WeWork,34.93,Rent,Standard business expense,False,0.09
2e968f92-6769-49e6-ac1b-0f94d001ceaf,2023-01-04,Google Cloud,292.04,Rent,Standard business expense,False,0.01
5bcc2de3-7c28-4eed-bbe9-16f7885ffb50,2023-01-04,Uline Shipping,1011.44,Rent,Standard business expense,False,0.01
d2602af6-28fa-4d34-ac1d-ae2929ab9339,2023-01-04,Hilton Hotels,184.87,Rent,Standard business expense,False,0.01
577f2f72-3a40-49cd-82cc-8f2c8c79c022,2023-01-04,Slack Technologies,50.48,Services,Standard business expense,False,0.04
5864beed-2d66-4799-bdb7-bdb12d1919ec,2023-01-04,Microsoft Azure,200.68,Rent,Standard business expense,False,0.1
50e69003-8075-4ce5-ad56-1fc304f1c13e,2023-01-04,AWS Web Services,60.06,Rent,Standard business expense,False,0.06
cc8c1db0-a22e-4305-bc2b-118df153c216,2023-01-04,AWS Web Services,415.78,Travel,Standard business expense,False,0.02
3fecc19b-1d63-4013-8c0a-3ba1e9745e22,2023-01-04,Delta Airlines,1355.84,Services,Standard business expense,False,0.04
2bfe17e8-c588-431e-b973-ade0aba487e6,2023-01-04,Delta Airlines,203.4,Utilities,Standard business expense,False,0.06
9f267ad4-bcb4-4847-9e0d-3c034a503f76,2023-01-04,WeWork,215.35,Utilities,Standard business expense,False,0.09
017390c6-210c-4cc3-9b0b-64b937b27cf2,2023-01-04,Hilton Hotels,139.87,Rent,Standard business expense,False,0.09
0a267467-5738-4891-a5e7-5186be76187e,2023-01-04,Slack Technologies,477.83,Rent,Standard business expense,False,0.03
f180e523-ba18-4493-ac10-5e28e8a3e0a8,2023-01-04,AWS Web Services,170.83,Rent,Standard business expense,False,0.05
0fa25d9b-0b09-4e3a-bbad-8d9731d582fa,2023-01-04,Uber Business,169.37,Services,Standard business expense,False,0.09
03fee62b-c6f6-452a-abdc-ece7b83be7f7,2023-01-04,Salesforce,707.04,Travel,Standard business expense,False,0.06
4b78756a-a7c0-411f-bc6e-c054832c39d9,2023-01-04,AWS Web Services,139.33,Rent,Standard business expense,False,0.03
75f57334-213f-48a3-a5ac-ffa24045a0b6,2023-01-04,Google Cloud,649.93,Rent,Standard business expense,False,0.01
2a6f99f2-3806-4955-9431-051ccea86bac,2023-01-04,Google Cloud,970.76,Services,Standard business expense,False,0.02
4618892d-61a7-4ad5-96ba-ae0bbb23bdab,2023-01-04,Hilton Hotels,249.96,Office Supplies,Standard business expense,False,0.09
89a5a5cb-8c9e-4cd3-86e7-5fa1983d0a6e,2023-01-04,Uber Business,221.45,Utilities,Standard business expense,False,0.09
507feae9-4625-402f-ba4a-1df5565b35e4,2023-01-04,Uline Shipping,253.61,Services,Standard business expense,False,0.01
beb6be49-21ef-445d-a626-4dfad10834bf,2023-01-04,Hilton Hotels,205.48,Rent,Standard business expense,False,0.0
05cad654-4009-402d-8600-29ff74cb8b83,2023-01-04,Google Cloud,1013.59,Utilities,Standard business expense,False,0.06
c50e8bf8-c9e7-4eb2-baf3-c5319ac802e9,2023-01-04,Salesforce,312.08,Software,Standard business expense,False,0.1
c2bbf7d8-618b-4963-9d37-7ab96b88de1c,2023-01-04,Uber Business,773.72,Services,Standard business expense,False,0.1
845dba69-4602-480f-99b0-a57a36e43d1d,2023-01-04,Zoom Video Comm,558.21,Office Supplies,Standard business expense,False,0.07
47faf871-1b26-42d8-96a3-318d27ac441b,2023-01-04,WeWork,1006.66,Services,Standard business expense,False,0.0
fd14932d-10cf-412e-b248-697ce5ea68c9,2023-01-04,Microsoft Azure,1002.27,Travel,Standard business expense,False,0.07
77fae74a-215c-4818-8661-3ca655965a2d,2023-01-04,Salesforce,38.28,Utilities,Standard business expense,False,0.03
7d92fd32-78bb-4ef7-a957-ab524cc6b9f3,2023-01-04,Google Cloud,627.5,Rent,Standard business expense,False,0.02
89fee979-193c-4600-b80a-c6a1c95ba27f,2023-01-04,Uber Business,1794.53,Services,Standard business expense,False,0.07
0befcc5b-0ff5-45c0-b4b7-b6b4b7be86bf,2023-01-04,Google Cloud,162.79,Office Supplies,Standard business expense,False,0.07
89414da1-3215-41dc-9875-e1039f776338,2023-01-05,Delta Airlines,261.97,Software,Standard business expense,False,0.08
b352d582-2743-4440-b4a3-e45ab5b859fd,2023-01-05,Staples Corporate,125.86,Office Supplies,Standard business expense,False,0.07
0745fcfd-cde0-4b20-8a96-20d362970f31,2023-01-05,Staples Corporate,739.99,Software,Standard business expense,False,0.08
7e0ebb50-715f-4aa1-b026-b79f919509a7,2023-01-05,Microsoft Azure,300.84,Travel,Standard business expense,False,0.01
83f20472-d4b4-40ec-ad93-3fe013a681f5,2023-01-05,Google Cloud,7228.96,Services,Standard business expense,False,0.09
80a90db7-9ae9-4c44-a189-868ac31487d2,2023-01-05,Uline Shipping,859.83,Travel,Standard business expense,False,0.07
af959d78-c582-494f-a4e5-34437756c582,2023-01-05,Slack Technologies,130.09,Utilities,Standard business expense,False,0.05
b6537204-5ec0-4525-a7c7-b1b322d4ccb0,2023-01-05,Uline Shipping,971.02,Utilities,Standard business expense,False,0.09
83689e70-c8e1-4d41-813d-da42d91563d4,2023-01-05,Google Cloud,1355.13,Rent,Standard business expense,False,0.06
bb450b7f-2db7-4d79-aa13-8cedcb66d7e0,2023-01-05,Uber Business,19.21,Services,Standard business expense,False,0.08
a4b4d26b-936a-4171-b700-f41b30bd9585,2023-01-05,AWS Web Services,614.05,Software,Standard business expense,False,0.03
c994290d-2725-4a85-ae08-be6e71703708,2023-01-05,Salesforce,257.88,Utilities,Standard business expense,False,0.08
95e922ed-ae6f-497d-8879-79cf509bf2d0,2023-01-05,Staples Corporate,93.11,Utilities,Standard business expense,False,0.07
51030c80-af90-4a43-add8-9559b18ddeda,2023-01-05,Delta Airlines,37.37,Rent,Standard business expense,False,0.02
3200e1bf-add0-4118-bc1a-e87a789eede0,2023-01-05,WeWork,365.54,Utilities,Standard business expense,False,0.03
310702fd-ac6e-42f1-82b7-b6dcb41daaaf,2023-01-05,Microsoft Azure,427.92,Services,Standard business expense,False,0.07
ed06d391-e885-473a-8a5e-b4a218eeaf9e,2023-01-05,Slack Technologies,754.21,Software,Standard business expense,False,0.03
db53616c-1b07-47fc-ba30-ee6fc0a4a843,2023-01-05,Delta Airlines,140.4,Rent,Standard business expense,False,0.05
0e8600d6-ecb5-4a34-ad57-3649ad9a7c72,2023-01-05,AWS Web Services,308.67,Software,Standard business expense,False,0.02
05f53c21-d7f6-4fbe-a0bb-9224d6f8f679,2023-01-05,AWS Web Services,278.66,Services,Standard business expense,False,0.03
bbb02f7a-e1ee-4c3a-bc26-79955f65ed1b,2023-01-05,Hilton Hotels,142.54,Rent,Standard business expense,False,0.01
c7b3dcb0-2283-43cb-b3d1-81acce3d3725,2023-01-05,Hilton Hotels,3420.52,Software,Standard business expense,False,0.02
62da6ab2-b95c-4ca5-8c5d-df37abe6b9ed,2023-01-05,Staples Corporate,24.26,Software,Standard business expense,False,0.02
ce4afc26-dc5d-400f-a85e-906bfaf5780b,2023-01-05,Slack Technologies,795.36,Services,Standard business expense,False,0.04
5bea6b73-0ab4-414a-9f95-c1cc03bd6348,2023-01-06,Slack Technologies,289.14,Services,Standard business expense,False,0.02
05748937-5b6f-4374-b0c5-e54091d4711d,2023-01-06,Hilton Hotels,179.74,Services,Standard business expense,False,0.01
ce9ab74f-d113-4a33-83e7-754b3843b1e5,2023-01-06,Salesforce,912.76,Software,Standard business expense,False,0.01
91743924-c019-4caf-a467-c5b4d18a47bf,2023-01-06,AWS Web Services,23.9,Travel,Standard business expense,False,0.02
0dcd42ff-b212-4b5f-84a6-94580247f2c2,2023-01-06,Uline Shipping,370.99,Software,Standard business expense,False,0.05
217e9187-cab1-47e8-bfc9-384add17c0d0,2023-01-06,Staples Corporate,534.95,Utilities,Standard business expense,False,0.07
a1155be9-33e1-4b71-beaa-9b780d74c446,2023-01-06,Zoom Video Comm,988.22,Travel,Standard business expense,False,0.03
37322336-97db-4db8-a627-b4d3caf25915,2023-01-06,Zoom Video Comm,66.48,Utilities,Standard business expense,False,0.09
596f43ed-bf3b-46be-b285-4f21fcaa59fa,2023-01-06,AWS Web Services,169.87,Services,Standard business expense,False,0.08
97e7cafa-8fe3-4324-9f13-4971790fa3b7,2023-01-06,Salesforce,137.43,Utilities,Standard business expense,False,0.03
86dd4805-a221-4ddf-8612-ed6f7deb48c0,2023-01-06,WeWork,41.01,Rent,Standard business expense,False,0.1
59b5ce6c-578b-4380-bf02-8b30f91cb45c,2023-01-06,Hilton Hotels,1577.69,Rent,Standard business expense,False,0.05
54f2d3d8-4cba-4436-9fd1-03cb7ecaadf7,2023-01-06,Zoom Video Comm,1064.16,Utilities,Standard business expense,False,0.02
5e26c9bf-12d0-4ab7-a885-6abf45a4052d,2023-01-06,Salesforce,214.17,Travel,Standard business expense,False,0.1
660da46e-4308-4b70-a603-c26c4f978641,2023-01-06,Salesforce,100.68,Software,Standard business expense,False,0.08
a4140b68-7eae-40fc-bbc5-40fe6c538839,2023-01-06,Delta Airlines,308.52,Rent,Standard business expense,False,0.03
6cc964ab-7aac-47fe-b80d-ee2f36e70049,2023-01-06,Delta Airlines,279.32,Utilities,Standard business expense,False,0.03
81024ad2-8c18-46f0-ac55-ef80bd316379,2023-01-06,Zoom Video Comm,160.31,Software,Standard business expense,False,0.04
590449cf-1ea8-4026-a118-0a27c1fb2e9f,2023-01-06,WeWork,83.94,Utilities,Standard business expense,False,0.01
64980d35-afd6-4aa3-b8e0-006929cc6b5c,2023-01-06,Staples Corporate,503.09,Office Supplies,Standard business expense,False,0.02
d26c3ffb-74aa-4158-8b83-ea47f2abcc93,2023-01-06,Salesforce,260.45,Services,Standard business expense,False,0.07
4a9d9f5a-2f2d-4f4f-a5b8-f8bf91230bc0,2023-01-06,Slack Technologies,366.05,Utilities,Standard business expense,False,0.05
295cf54a-de72-450f-91c1-bcef8d4aca6b,2023-01-06,Delta Airlines,217.27,Utilities,Standard business expense,False,0.03
0fe3ba5f-6763-4641-952f-96992198e705,2023-01-06,Google Cloud,276.76,Rent,Standard business expense,False,0.08
b147d8ca-4f54-4996-b75b-01db0575e31f,2023-01-06,Google Cloud,87.69,Travel,Standard business expense,False,0.03
91556e91-44f6-4bf4-89c8-7be3981208e4,2023-01-06,Delta Airlines,504.5,Software,Standard business expense,False,0.01
c2715c65-f3b3-4f78-8944-35155ef4c9e4,2023-01-06,Zoom Video Comm,38.68,Services,Standard business expense,False,0.09
6ae87d2e-5265-4529-bbe3-5682706c6963,2023-01-06,Hilton Hotels,73.76,Software,Standard business expense,False,0.06
9542a5e6-37e9-45da-b070-543ef45c864b,2023-01-06,WeWork,372.89,Utilities,Standard business expense,False,0.09
a55224d3-bd9a-4b2f-8937-614a6749464e,2023-01-06,AWS Web Services,346.35,Travel,Standard business expense,False,0.0
6ac40149-0eb6-4689-ad29-ca4d827a3bb8,2023-01-06,Delta Airlines,81.81,Utilities,Standard business expense,False,0.03
a3544309-3566-46c7-87ff-390cf7d52b85,2023-01-06,AWS Web Services,590.81,Travel,Standard business expense,False,0.09
8c76c0ef-d654-4b26-af2e-69c0707ea49d,2023-01-06,Zoom Video Comm,228.67,Travel,Standard business expense,False,0.09
5aad767f-3f3f-419e-8a4a-09aa23e2415f,2023-01-06,Zoom Video Comm,150.32,Travel,Standard business expense,False,0.05
cef334ff-71e5-40c9-b1c3-9fcee12332fb,2023-01-06,Uline Shipping,423.52,Rent,Standard business expense,False,0.04
61360ba5-5a51-4870-b3bd-c36f58d5c930,2023-01-06,Uline Shipping,496.28,Utilities,Standard business expense,False,0.09
71cfcd63-edde-47ec-bee9-fbc199ce5933,2023-01-06,Microsoft Azure,220.3,Rent,Standard business expense,False,0.03
18c3da98-ae39-4e3c-9c00-d1d7af5c5687,2023-01-06,Staples Corporate,436.77,Software,Standard business expense,False,0.07
ad2fdda5-0a24-4c5a-b242-1e665de87032,2023-01-06,Salesforce,116.14,Office Supplies,Standard business expense,False,0.09
5e8f2b51-11bc-4790-8d6f-ae60e4f80945,2023-01-07,Microsoft Azure,737.94,Rent,Standard business expense,False,0.04
7302caa8-390d-4c3e-ac00-952fc1fd39f1,2023-01-07,AWS Web Services,324.12,Office Supplies,Standard business expense,False,0.05
ed512160-c732-4d41-9a51-b44b372efe36,2023-01-07,Delta Airlines,225.73,Utilities,Standard business expense,False,0.0
1922e235-0d4a-4e08-859f-0288e81741b9,2023-01-08,Slack Technologies,197.74,Utilities,Standard business expense,False,0.05
0806a790-6359-4e0d-b1c9-da1dde26917d,2023-01-08,WeWork,827.04,Utilities,Standard business expense,False,0.09
db63cf4d-5d91-466c-b6c1-8c8fe1134594,2023-01-08,Uline Shipping,473.78,Services,Standard business expense,False,0.09
62227706-b542-437e-96b4-e7cc56010b22,2023-01-09,Uber Business,503.1,Utilities,Standard business expense,False,0.06
8483b421-3afa-492c-8323-af0906b62b0b,2023-01-09,Staples Corporate,348.56,Office Supplies,Standard business expense,False,0.03
a40cdb3f-1675-4c98-b0ef-b63d1c276d50,2023-01-09,Staples Corporate,412.44,Utilities,Standard business expense,False,0.01
f6b92cbd-cb12-4f55-8dd3-98b86391cdd0,2023-01-09,Staples Corporate,733.22,Travel,Standard business expense,False,0.02
4206e011-de5f-4b2c-a1a0-88960944442a,2023-01-09,AWS Web Services,128.62,Utilities,Standard business expense,False,0.08
810624c3-5724-4940-9718-c6056489501a,2023-01-09,WeWork,520.68,Rent,Standard business expense,False,0.04
e317561f-975e-45af-8caf-1cab7a44d23e,2023-01-09,WeWork,814.01,Office Supplies,Standard business expense,False,0.03
e6a168e3-571b-4733-b86e-6ac50b182af1,2023-01-09,Slack Technologies,187.11,Rent,Standard business expense,False,0.08
05d10e68-6036-4100-b75f-b77682d0d93f,2023-01-09,Delta Airlines,353.73,Utilities,Standard business expense,False,0.02
e34637bc-c4a4-4c50-a79a-d414196733a1,2023-01-09,Slack Technologies,2202.5,Services,Standard business expense,False,0.0
33ef9d1c-785d-42ea-8d4c-a41617ea11e0,2023-01-09,Microsoft Azure,142.69,Services,Standard business expense,False,0.02
bf0d72be-9169-4db0-88f9-d2dc12ab272e,2023-01-09,Uber Business,329.11,Utilities,Standard business expense,False,0.06
512caf03-3f33-45e2-9ba9-bc6e1340acb7,2023-01-09,Salesforce,183.15,Travel,Standard business expense,False,0.09
6cef6d1d-180d-451b-ae6f-fc2084fbedc4,2023-01-09,Slack Technologies,493.92,Rent,Standard business expense,False,0.06
302912c5-564e-4a1a-81c1-472afab5ee6c,2023-01-09,Uber Business,361.71,Rent,Standard business expense,False,0.09
893778e2-53b6-41d1-a05b-993fd918ceb5,2023-01-09,WeWork,827.03,Utilities,Standard business expense,False,0.01
8a2f6534-af92-4ed8-ba6d-18333d216db3,2023-01-09,Salesforce,1070.93,Utilities,Standard business expense,False,0.01
d67680e4-e843-4180-a569-c4f993333be8,2023-01-09,AWS Web Services,893.25,Services,Standard business expense,False,0.03
dd0c5401-53cf-4477-a172-70e16be85972,2023-01-09,Staples Corporate,72.37,Utilities,Standard business expense,False,0.06
9e16fb2e-4ae8-4b6a-9f36-c5a241c637fa,2023-01-09,Salesforce,234.66,Utilities,Standard business expense,False,0.04
b71001cd-6325-4a0d-8a4a-dc3977e00df0,2023-01-09,Delta Airlines,33.07,Office Supplies,Standard business expense,False,0.01
96ad4346-ef9d-445c-b786-c757fd511f35,2023-01-09,Salesforce,92.07,Rent,Standard business expense,False,0.05
0eb30db7-2d6e-4024-84c9-06b8208320ac,2023-01-09,Salesforce,1210.37,Travel,Standard business expense,False,0.06
ee6eaa35-ae3d-4837-a789-7b9d2d8b0583,2023-01-09,Hilton Hotels,1588.12,Services,Standard business expense,False,0.07
934247bc-4bed-4b29-a6d0-b6ebf45dcbf4,2023-01-09,Staples Corporate,135.7,Services,Standard business expense,False,0.01
08a2c560-74b8-4917-9a61-87bbe55bcf15,2023-01-09,Hilton Hotels,220.84,Office Supplies,Standard business expense,False,0.05
6086b97f-ec20-4075-8687-39003af54ea5,2023-01-09,Uline Shipping,53.69,Utilities,Standard business expense,False,0.06
14a6e6bc-bf59-4eef-88c4-ec68805e7cd9,2023-01-09,Microsoft Azure,276.94,Utilities,Standard business expense,False,0.0
e7eb0d8a-dda2-44de-8046-10516c5496d4,2023-01-09,Uline Shipping,406.89,Travel,Standard business expense,False,0.04
d9bcfd1a-200b-440f-ab2e-5b38a6baf779,2023-01-09,Google Cloud,148.49,Services,Standard business expense,False,0.09
0c8441f6-43ee-4f26-ad2f-8758909916eb,2023-01-09,Hilton Hotels,339.18,Office Supplies,Standard business expense,False,0.04
d2f0324f-1fc1-4fb0-b89e-3aa2b1af3165,2023-01-09,Microsoft Azure,214.39,Rent,Standard business expense,False,0.02
042b8472-5ce3-4db6-8287-3ead0450cbd3,2023-01-09,Zoom Video Comm,162.91,Travel,Standard business expense,False,0.07
32a07322-9ff5-45ed-ab3b-c278f4faeef8,2023-01-09,Salesforce,116.6,Services,Standard business expense,False,0.0
2f70596f-add4-4b38-ae8e-87a420f3ca4e,2023-01-09,Google Cloud,1229.85,Software,Standard business expense,False,0.04
fc8e2b5a-6692-4ffb-af50-b8c4d98923e0,2023-01-09,Microsoft Azure,1264.9,Travel,Standard business expense,False,0.05
608d44eb-740f-4760-b0cc-5e821b2d3a41,2023-01-09,Google Cloud,160.43,Office Supplies,Standard business expense,False,0.06
331bd35a-0307-404d-af34-d360a0ae2be6,2023-01-10,Delta Airlines,183.89,Software,Standard business expense,False,0.08
eefaa892-25b1-460a-a88c-6fae0ca6d763,2023-01-10,Uline Shipping,375.98,Rent,Standard business expense,False,0.03
ecc09a63-8fb0-431d-9cce-19d46cdf40d0,2023-01-10,Uline Shipping,512.61,Utilities,Standard business expense,False,0.07
0d4e726a-27b9-4906-9a92-ccc4ceb1487b,2023-01-10,WeWork,1162.27,Utilities,Standard business expense,False,0.01
