id,date,vendor,amount,category,flagged,risk_score,notes
372fa97c-01d7-4062-bfc8-b33a658d5670,2023-01-02,Family Holdings,9872.0,Services,True,0.92,
c767779d-1c8b-48ff-bd18-220f67d1ecca,2023-01-03,AWS,30.96,Office,False,0.1,
5da743d3-6245-4274-b23a-ffb8e3ea4cf8,2023-01-03,K.R. Services,2500.0,Services,True,0.98,
6008decd-55b6-4f85-837b-0288b47ee14a,2023-01-03,Slack,147.96,Software,False,0.1,
cf430d17-4196-4809-8d99-a1ca5270aa50,2023-01-03,Slack,226.7,Software,False,0.1,
441908a8-7f87-4f5d-9c92-484dcf581cc3,2023-01-03,Staples,272.43,Office,False,0.1,
c5de49e1-4f3c-45a9-9b81-36e2ede614e7,2023-01-03,North Star Consulting,9950.0,Services,True,0.88,
0c777837-404a-478e-bef5-1dde90fd2b50,2023-01-03,Uber,101.69,Software,False,0.1,
223dde44-119b-47c7-9215-36fbbd64249b,2023-01-03,Staples,658.41,Office,False,0.1,
6b3d9701-7cc1-461b-9112-f6e133cce636,2023-01-03,North Star Consulting,9900.0,Services,True,0.94,
e09f0fee-1083-41c1-82fe-255d9b2acb45,2023-01-03,K.R. Services,9000.0,Services,True,0.93,
66e71724-25be-498e-aaad-ef4bebc86c47,2023-01-03,Google,937.58,Travel,False,0.1,
60cd106a-7375-4859-9895-4c13d1103081,2023-01-03,Uber,75.14,Software,False,0.1,
17e18a00-9255-4adc-9ec5-ec0f1c4e6725,2023-01-03,Uber,293.12,Travel,False,0.1,
04b8a5f7-059c-4902-ba4f-62ce5b345184,2023-01-03,Google,169.13,Office,False,0.1,
10cfa1f8-fe7b-4a55-b302-8eff160334b3,2023-01-03,Slack,264.13,Office,False,0.1,
4f1518f2-cb3b-4e39-a602-9937d203ee94,2023-01-03,Uber,193.78,Office,False,0.1,
b4d2bd4f-88c4-45ac-b8f7-b7e87b3d299e,2023-01-03,Slack,436.15,Travel,False,0.1,
e6e14647-d83a-45d6-9f9f-d21f53ae9202,2023-01-03,North Star Consulting,4000.0,Services,True,0.81,
7308ae9f-1284-44c6-8d40-475a3e514238,2023-01-03,Family Holdings,9990.0,Services,True,0.81,
1433e649-aee6-4f32-94cc-7bd10d985a71,2023-01-03,AWS,283.68,Travel,False,0.1,
ad76fa73-ea0f-4aee-a91f-c106013faec5,2023-01-03,Staples,885.47,Travel,False,0.1,
1dad108c-19c7-4c22-9557-e49bfa8e7966,2023-01-03,WeWork,105.47,Office,False,0.1,
ebbd7f7b-a3af-4c2b-93cb-da1fc874af35,2023-01-03,Staples,977.44,Travel,False,0.1,
83908e1f-1e5d-418a-a6d4-4ef42cf0bffd,2023-01-03,K.R. Services,9990.0,Services,True,0.94,
935d9616-1c8a-4598-a390-2209988bb891,2023-01-03,Google,347.1,Software,False,0.1,
a6849ce8-fa6d-4f80-b6e0-e1212656eb76,2023-01-03,Family Holdings,9990.0,Services,True,0.82,
c0b4a09b-d908-4c93-bbd4-cbd85c076d17,2023-01-03,Slack,35.54,Travel,False,0.1,
f48758b8-866b-4331-908e-669c9c792f19,2023-01-03,Uber,1198.76,Software,False,0.1,
23ad9842-e5f9-4f89-8666-9f47d7c1c12b,2023-01-03,Family Holdings,7500.0,Services,True,0.83,
8954abc0-a524-411e-9a79-4c6a536ecfc5,2023-01-03,Slack,304.7,Office,False,0.1,
8e8f141d-5c7a-4b72-b949-c3b58b4eb11e,2023-01-04,Google,160.5,Travel,False,0.1,
cb4b1068-9d87-4ab2-acba-6c04038c4028,2023-01-04,Google,496.4,Software,False,0.1,
d187c1a5-9c79-4a11-bfdc-e33f4d5b405a,2023-01-04,Staples,587.18,Software,False,0.1,
f2550abc-52d4-4d82-90d7-47bd866e89f5,2023-01-04,Slack,242.36,Software,False,0.1,
1282fc11-ffc1-458d-b047-11cf05a8bf9a,2023-01-04,Slack,89.8,Travel,False,0.1,
79f2b7f2-5edc-4199-acf6-2f7d1b3d1434,2023-01-04,Staples,100.0,Travel,False,0.1,
8da79fd8-3645-40d0-81ce-71e1eb54e2e6,2023-01-04,Staples,337.58,Office,False,0.1,
4bf5db26-4a4e-465b-ae8a-aa68ff6b7bae,2023-01-04,K.R. Services,2500.0,Services,True,0.86,
58019fcd-13a8-4dfb-90a3-0cc856961420,2023-01-04,Staples,30.9,Travel,False,0.1,
994fc2e4-83f9-4ce7-92e9-98e6327ddb76,2023-01-04,Family Holdings,9999.0,Services,True,0.92,
3a7064a9-b365-4bd6-ad7d-ff6618721133,2023-01-04,WeWork,123.13,Office,False,0.1,
cd30c5b3-73dd-4a94-a8cb-e11b0cb0dda5,2023-01-04,Uber,152.17,Office,False,0.1,
4f5cc785-c0df-40f2-b90b-cca31b6ca814,2023-01-04,WeWork,181.3,Office,False,0.1,
09ca01fb-9db4-49fb-92d6-c661ddcf2af4,2023-01-04,WeWork,611.35,Office,False,0.1,
0caf961c-d430-47bd-9249-a72b437fc93a,2023-01-04,Google,235.34,Travel,False,0.1,
118cfbee-a4ed-4612-a5b5-7e161db1b433,2023-01-04,K.R. Services,5000.0,Services,True,0.85,
defccd4b-90fb-47bb-8c5e-d364edbc123f,2023-01-04,Uber,1409.04,Travel,False,0.1,
6be66111-8656-49f8-9a70-ba64c51537cb,2023-01-04,Staples,1236.67,Office,False,0.1,
aafacc82-b0e9-439c-bcbe-6e2f7a3ae2cb,2023-01-04,Apex Solutions Group,9950.0,Services,True,0.84,
0abce556-4d02-45c9-b450-e25f618600ee,2023-01-04,Slack,173.4,Travel,False,0.1,
dd05b836-4f7d-48c7-abcb-331cd9c260df,2023-01-04,Uber,35.56,Software,False,0.1,
89cb288a-4c5d-4bd4-8e2c-47cef6208055,2023-01-04,North Star Consulting,2500.0,Services,True,0.93,
c360ecf2-7258-497d-94a4-2a43c28ec42d,2023-01-04,K.R. Services,9950.0,Services,True,0.96,
7eda23ae-859f-4d03-8ee9-dc1fc841155c,2023-01-04,Family Holdings,5000.0,Services,True,1.0,
6563c4ba-d60e-45ce-948a-77f15aa085f7,2023-01-04,Uber,56.68,Software,False,0.1,
f7d64833-feee-47b7-83d6-8a6c58fd00cb,2023-01-04,Apex Solutions Group,2500.0,Services,True,0.84,
b4815eb7-9805-42df-a701-4b4bc4bf3f64,2023-01-04,Slack,126.63,Office,False,0.1,
cb430d1c-9485-458a-a21b-ec27429a0993,2023-01-04,AWS,252.4,Travel,False,0.1,
20770f9b-4096-4010-a6be-fb9ae6cd9cfe,2023-01-04,Google,324.04,Travel,False,0.1,
edfe8dfc-e75c-4d89-a974-b45db7e98f04,2023-01-04,Family Holdings,9990.0,Services,True,0.92,
92cb8ad2-e123-41f3-b6d2-21d6a6f11016,2023-01-05,Strategic Ventures LLC,9950.0,Services,True,0.89,
18b3b40b-dced-40e0-aeea-37c6b3da7643,2023-01-05,AWS,177.49,Software,False,0.1,
725103f4-e008-444d-b41d-b4750c3506e5,2023-01-05,Family Holdings,9000.0,Services,True,0.88,
66f4a6a1-6d89-415b-8525-aab64994a61d,2023-01-05,Google,618.17,Office,False,0.1,
86a7109c-ba0f-4ec3-ac37-239ba0a54ab4,2023-01-05,AWS,1471.47,Software,False,0.1,
206832de-99d3-4311-a1ab-17ac0d583e81,2023-01-05,Strategic Ventures LLC,5000.0,Services,True,1.0,
540ea47b-b7d5-4ec0-952b-20861371a3de,2023-01-05,Staples,319.59,Travel,False,0.1,
a3e74e61-0625-4add-b5a6-cd5459f40684,2023-01-05,K.R. Services,4000.0,Services,True,0.89,
12e0ba6c-397c-4bf5-a0ec-b0a3da62224b,2023-01-05,Google,69.43,Office,False,0.1,
0d46a4c5-65db-41c4-89b5-324843983f57,2023-01-05,AWS,180.42,Travel,False,0.1,
15f04114-165a-43eb-93d7-7c53574051c6,2023-01-05,Strategic Ventures LLC,9999.0,Services,True,0.82,
9cbadc97-e1bd-40b5-9bbe-bfe4d227892f,2023-01-05,Slack,321.8,Software,False,0.1,
88ed21fd-6806-47b4-b4a3-a7e50608911e,2023-01-05,Apex Solutions Group,9950.0,Services,True,0.82,
3bc53cbc-bc09-4e2c-8e25-11c70d1edf4a,2023-01-05,Staples,201.71,Travel,False,0.1,
e1c5c60b-7ddf-490c-a947-93b271f9506b,2023-01-05,North Star Consulting,9900.0,Services,True,0.96,
b5717dc3-bd08-466f-ad07-9b91fadb6485,2023-01-05,K.R. Services,8206.0,Services,True,0.93,
be3df4d0-4424-455e-9f20-d41a1d9de178,2023-01-05,North Star Consulting,9990.0,Services,True,0.95,
560dce36-8743-4073-8191-61f853e3540f,2023-01-05,Apex Solutions Group,9950.0,Services,True,0.82,
f9c643b9-98ee-4a1d-82e2-a49835273a73,2023-01-05,AWS,545.33,Travel,False,0.1,
5388ab70-0c09-4f7e-a28a-1998d990791b,2023-01-05,K.R. Services,2500.0,Services,True,0.83,
8918a4b2-b40a-4dc6-8008-470d16c34ab8,2023-01-05,Slack,141.75,Travel,False,0.1,
b08eafb7-cd64-4409-910d-ccc46dc6501e,2023-01-05,North Star Consulting,7378.0,Services,True,0.93,
289fc971-8264-4993-afab-2e580ab42cc2,2023-01-05,K.R. Services,9950.0,Services,True,0.87,
26b81294-26ca-4e75-ba6d-7323b65ec68c,2023-01-05,Staples,95.49,Travel,False,0.1,
bf4ae948-52d7-4c89-842d-6c98758dad03,2023-01-05,K.R. Services,7500.0,Services,True,0.85,
2f4649ff-b4c9-4d47-8c5f-f802182b9f5c,2023-01-05,Google,287.03,Office,False,0.1,
4a1296a5-89a1-49e2-8f99-66f1119c0af8,2023-01-05,Slack,144.23,Travel,False,0.1,
09a0b4c6-b562-4de9-b53f-5f8876a522d3,2023-01-06,Staples,36.78,Office,False,0.1,
caaea322-2763-42a5-ab2f-10052998128c,2023-01-06,Slack,577.01,Travel,False,0.1,
3aa1c064-f7cf-49b0-9736-6ad4be21e1d1,2023-01-06,K.R. Services,7500.0,Services,True,0.81,
e2e765fb-00e7-45ff-a350-04247f66722c,2023-01-06,Uber,945.79,Software,False,0.1,
225d8abc-249a-4f07-8fbc-7ef89e93d4ad,2023-01-06,Slack,247.94,Travel,False,0.1,
d8f72826-90f4-42b3-b697-9ae412d242bf,2023-01-06,K.R. Services,9900.0,Services,True,1.0,
91482ffb-e9b0-4a84-9300-13c81cb020df,2023-01-06,AWS,951.82,Office,False,0.1,
9405583c-5948-4e90-8915-0aa4175882f4,2023-01-06,Slack,256.43,Software,False,0.1,
6b21e5a1-097c-4f6e-bf12-cd3079470533,2023-01-06,Staples,612.82,Office,False,0.1,
d8b47784-bc1a-4aa3-bdac-62cc3b87f919,2023-01-06,Slack,523.02,Office,False,0.1,
37a8a51b-9e4f-40c1-b885-c697d0fc3596,2023-01-06,AWS,2810.33,Software,False,0.1,
ed9828ad-3e52-475e-a26b-b367b33ab76a,2023-01-06,Uber,896.59,Software,False,0.1,
5821b2c6-6e81-4301-b28a-ded4903d99da,2023-01-06,Google,910.47,Office,False,0.1,
13566d43-ca2d-452b-b7de-437f34dfa83f,2023-01-06,Slack,64.89,Office,False,0.1,
cc2d28fe-da25-452e-a989-fef69702b02a,2023-01-06,AWS,720.34,Office,False,0.1,
52607dbd-d863-4ca0-8139-0441b8b6689a,2023-01-06,Uber,1450.41,Software,False,0.1,
cb34e7c7-a4bc-4ec9-906e-602793cd283a,2023-01-06,AWS,761.32,Office,False,0.1,
a4a6e526-7b85-4b8e-9251-1dff6ab7c3c3,2023-01-06,WeWork,2044.61,Office,False,0.1,
5c2d31bc-5d3a-403e-809f-e98364367b8d,2023-01-06,Staples,1371.77,Software,False,0.1,
c1dcd460-d977-4a4d-92a6-b5dfaacc51e0,2023-01-06,WeWork,396.18,Office,False,0.1,
ac19cca1-77db-452d-8ffa-c6ab4e97507d,2023-01-06,AWS,95.53,Office,False,0.1,
cc72b03d-4e7d-4f65-bbde-19d911384718,2023-01-06,Slack,295.92,Travel,False,0.1,
eec98433-73f6-4183-a0dc-24a51ed9bf33,2023-01-07,K.R. Services,8201.0,Services,True,0.9,
ac1b4591-42cb-423c-900c-470a4c5a7341,2023-01-07,Google,341.54,Software,False,0.1,
652409c3-f2e5-4849-b4f7-2fcbed32660c,2023-01-07,Family Holdings,7500.0,Services,True,0.86,
29fa861b-8c1d-4ffd-aac3-a1e85ceecb13,2023-01-07,Apex Solutions Group,8017.0,Services,True,0.97,
707f00a1-dd75-460b-8841-a54cd7eddd94,2023-01-07,AWS,223.06,Software,False,0.1,
bfde4180-a219-4753-b097-f66e2386e777,2023-01-07,Google,121.13,Travel,False,0.1,
ccce9d5b-b5ed-4b09-a65e-4b52942ec105,2023-01-07,Staples,329.39,Software,False,0.1,
3a303645-ddb2-487f-885b-58b62eeaa72a,2023-01-07,AWS,1340.13,Software,False,0.1,
3a835a24-ab17-4bc3-b3db-f2ba4334b3ba,2023-01-07,AWS,389.04,Travel,False,0.1,
1512d1ef-edd6-4212-b75a-54f795b16d4a,2023-01-07,Strategic Ventures LLC,2500.0,Services,True,0.88,
9738967e-bbed-48d7-a381-ada721e8e40e,2023-01-07,K.R. Services,9000.0,Services,True,0.85,
3879ec5f-2ee3-45b1-ab0e-f06d6e74a760,2023-01-07,Uber,220.56,Travel,False,0.1,
fba7af1b-4c4c-4155-a24a-86bd935d7d18,2023-01-07,Google,337.6,Office,False,0.1,
d3de7e91-fca7-4a1f-b88e-5f926cc52bdf,2023-01-07,Google,63.64,Travel,False,0.1,
bbbd9674-2ccb-4b15-9663-463cb3fe1d4d,2023-01-07,WeWork,689.31,Software,False,0.1,
6ec26fa6-6e03-49cf-b879-d6bb7471b9e0,2023-01-07,Apex Solutions Group,5000.0,Services,True,0.91,
ce4ad9a1-80a4-4b76-a46f-818379b4eaa0,2023-01-07,Family Holdings,8929.0,Services,True,0.96,
76dc13d6-fcd6-4fac-a04c-ccafb0f22765,2023-01-07,Strategic Ventures LLC,7913.0,Services,True,0.88,
eccadbaa-aa8a-4af3-8a11-f02822ee8d13,2023-01-07,Google,271.15,Office,False,0.1,
6e85c833-ef10-42cb-8c7c-d90eb699ee7c,2023-01-07,North Star Consulting,9999.0,Services,True,0.9,
50c2242c-87b4-455c-83ce-e910570e1cfe,2023-01-07,Uber,279.34,Travel,False,0.1,
2662f196-a98c-4a86-97fd-7e26fa6fcd86,2023-01-07,Strategic Ventures LLC,8961.0,Services,True,0.91,
355d2cfe-d2e9-45e4-ad06-cb50ebd2807b,2023-01-07,North Star Consulting,9990.0,Services,True,0.84,
9832e1bd-c217-4a8a-9995-d34cb99b7010,2023-01-07,Slack,84.33,Office,False,0.1,
466368c1-c138-403b-937f-77fabba6f590,2023-01-07,Google,433.37,Travel,False,0.1,
794f4475-3f7a-4d16-ad7b-2414e788f029,2023-01-07,K.R. Services,9999.0,Services,True,0.88,
c96c73e6-947f-426b-a601-b59ff0d8bf62,2023-01-07,North Star Consulting,7500.0,Services,True,0.94,
7cad9e30-02fa-4b3d-835e-dcfc81a741cb,2023-01-07,AWS,124.94,Office,False,0.1,
bb3dac10-e2b0-46df-bdb8-f0ea75b01668,2023-01-07,K.R. Services,8406.0,Services,True,0.91,
e907328c-0fb0-4a86-a287-6bafdf9aa584,2023-01-08,AWS,432.4,Software,False,0.1,
24245c2a-3184-4078-9f24-5661855d437d,2023-01-08,Google,70.94,Travel,False,0.1,
1b5e5bc2-39b8-41c6-9dff-2a3b5446ab9c,2023-01-08,North Star Consulting,9860.0,Services,True,0.92,
6ee1a0fd-6666-4afe-98b7-76ce6b6c17aa,2023-01-08,Apex Solutions Group,7500.0,Services,True,0.97,
c003beb5-f33c-4759-b7a7-eea5165109e1,2023-01-08,Uber,53.15,Software,False,0.1,
7f689877-677a-4e4c-83ea-fd0cd3deafa3,2023-01-08,Uber,661.36,Travel,False,0.1,
a8246885-175e-4ad0-a35b-b73401a30894,2023-01-08,WeWork,155.75,Travel,False,0.1,
178819c7-efc1-41a8-8366-79c9898b3080,2023-01-08,WeWork,1970.31,Office,False,0.1,
07e90035-d41b-41c7-aa87-8076f02bb7cc,2023-01-08,WeWork,454.53,Office,False,0.1,
8100464a-895f-46b7-8dd3-17276aa5556e,2023-01-08,Staples,111.94,Office,False,0.1,
e490e69a-febe-4a46-b186-b93c8739761d,2023-01-08,AWS,1122.04,Office,False,0.1,
af442451-27f4-48bb-b398-d9137df3dafa,2023-01-08,North Star Consulting,7244.0,Services,True,0.84,
93552694-f3d0-48c8-a6f9-dbb4ffebfe16,2023-01-08,WeWork,401.28,Software,False,0.1,
db6a4a4c-10c7-48f2-b171-0f22581c67ab,2023-01-08,Google,93.26,Travel,False,0.1,
111b1a43-daa4-423a-9943-6ffdb3171fa7,2023-01-08,AWS,1456.74,Travel,False,0.1,
088b3302-c0d0-4e08-90e9-0c6139372de5,2023-01-08,Family Holdings,7500.0,Services,True,0.88,
9faf44c4-2c95-493d-8db2-c6e31d87a58e,2023-01-08,Staples,68.1,Travel,False,0.1,
efefae89-b81d-4bdf-8530-74e0616f2215,2023-01-08,WeWork,271.93,Travel,False,0.1,
f0f0e615-a4f3-418e-9d8e-a8513fd97bac,2023-01-08,North Star Consulting,8195.0,Services,True,0.87,
454c46b2-db31-49b8-92aa-589f5564233d,2023-01-08,WeWork,492.52,Office,False,0.1,
8ee32daa-a42d-4128-9efb-b33630976cf7,2023-01-08,Family Holdings,4000.0,Services,True,0.94,
6e58a380-fcfb-43b3-b6ac-d4af0bc5e698,2023-01-08,WeWork,384.98,Software,False,0.1,
9b1dccf6-4823-406a-afb6-dce1c10dcda4,2023-01-08,Slack,318.44,Software,False,0.1,
6a00282a-84eb-4bf4-95cd-25d8113f6028,2023-01-08,Google,413.16,Travel,False,0.1,
f5ced815-bf9a-4c66-ab4b-7d04295a69b8,2023-01-08,Staples,307.13,Office,False,0.1,
48f7124c-93b3-4fe3-a47a-e0818e71c55c,2023-01-08,Strategic Ventures LLC,9950.0,Services,True,0.99,
bdf1d7e3-14fb-468a-b83a-01119373042f,2023-01-08,Strategic Ventures LLC,9900.0,Services,True,0.87,
64536258-e408-4b76-bca7-1ce8061268bb,2023-01-08,North Star Consulting,5000.0,Services,True,0.89,
5598c5f6-6ad0-4e75-a540-d3a8dc72d3dc,2023-01-08,Apex Solutions Group,5000.0,Services,True,1.0,
62c387b6-aa81-4e82-93ca-02e7be4188f8,2023-01-08,North Star Consulting,2500.0,Services,True,0.95,
e4a8bcce-5e75-4913-9374-f9a965149eaf,2023-01-08,Uber,74.23,Software,False,0.1,
80c0ca8e-fb73-44a6-88fe-e3af67fa9357,2023-01-08,North Star Consulting,9990.0,Services,True,0.95,
5b9f81c3-8b5e-4f7f-85a9-612d25ccf643,2023-01-08,AWS,179.37,Travel,False,0.1,
36c2154b-476e-4d45-ab26-8002850e18dc,2023-01-08,WeWork,218.36,Software,False,0.1,
ef1c54d0-c4f5-4e05-95df-28013b91caef,2023-01-08,Google,141.53,Office,False,0.1,
6891c1b5-f31c-437a-a265-e7b76909a284,2023-01-08,K.R. Services,8788.0,Services,True,0.9,
bf6c0ba3-4fe4-48a7-abe6-5c48ec2bc0bf,2023-01-09,North Star Consulting,8345.0,Services,True,0.86,
dfdef733-cb66-43cf-ab36-82fd17a13abc,2023-01-09,WeWork,131.09,Software,False,0.1,
1d3cd051-0c8b-4eb1-a8b2-7595c9323109,2023-01-09,Staples,130.12,Office,False,0.1,
d7550374-43cc-45a6-977a-13005dc12ebd,2023-01-09,Uber,327.8,Travel,False,0.1,
3fa89b0d-fc6f-4d6b-9a8d-1293d3d921de,2023-01-09,Staples,164.16,Travel,False,0.1,
f515a7e0-d673-4102-9f35-f09a68ef701a,2023-01-09,AWS,99.68,Travel,False,0.1,
8afedd4a-42cf-480f-97ea-36521815694c,2023-01-09,North Star Consulting,5000.0,Services,True,0.83,
5e49f0ce-f478-4b50-b5ee-bde69a73d59b,2023-01-09,AWS,585.48,Travel,False,0.1,
ee46591a-5233-4ec7-925e-a03b14e7d168,2023-01-09,Slack,179.82,Software,False,0.1,
db5c4cd9-e81c-42ee-afed-fc9063b2af1f,2023-01-09,K.R. Services,9999.0,Services,True,0.99,
5197718c-1b2d-477a-8e15-b6fb53af2356,2023-01-09,K.R. Services,9900.0,Services,True,0.95,
ed9664e1-5986-47dd-b786-dba317894705,2023-01-09,AWS,125.39,Travel,False,0.1,
a03a7518-638a-41ae-819c-9d3af0b181e4,2023-01-09,Apex Solutions Group,8537.0,Services,True,0.92,
2ab288ad-1b55-4b7e-ab91-41b6ce45edc0,2023-01-09,AWS,192.18,Travel,False,0.1,
43bb0e61-91c1-4e38-9fbd-22205c5a24f5,2023-01-09,Strategic Ventures LLC,7690.0,Services,True,0.83,
e26145e5-344a-4d71-bf7b-a2ef79b52e2d,2023-01-09,Slack,147.69,Travel,False,0.1,
ff2b9a52-ebc1-4af3-b897-7b3672c81e8e,2023-01-09,Family Holdings,9990.0,Services,True,0.83,
538e633a-5a51-4b6c-8c04-fbef0cd8ffb3,2023-01-09,Uber,179.3,Office,False,0.1,
81a0a37b-5a51-473c-bd9e-afd48eaef175,2023-01-10,Slack,107.4,Software,False,0.1,
a9870895-e1a3-42c2-9442-4c6109705c5e,2023-01-10,Uber,170.15,Travel,False,0.1,
052fbc3d-9887-42bb-ba9e-a39fa9be17b3,2023-01-10,WeWork,620.57,Office,False,0.1,
